tweet,lemmatized_tweet,label
فريق المدرب حقـير يستاهل,"['فريق', 'المدرب', 'حقـير', 'يستاهل']",hate
جماعه ليش مانقول الحقيقه مسلي ال معمر ينفع الاستثمار او قانوني بالنادي اما يمسك راسه نادي احترامي شخصيه شي اداره نادي يبي كاريزما تحس الرايس لمن يجي تمرين الكل يهابه الاعب يعرف انه مسول كبير بيحاسبه مسلي واله ينفع رايس اتمني محمد الخريجي,"['جماعه', 'ليش', 'مانقول', 'الحقيقه', 'مسلي', 'ال', 'معمر', 'ينفع', 'الاستثمار', 'او', 'قانوني', 'بالنادي', 'اما', 'يمسك', 'راسه', 'نادي', 'احترامي', 'شخصيه', 'شي', 'اداره', 'نادي', 'يبي', 'كاريزما', 'تحس', 'الرايس', 'لمن', 'يجي', 'تمرين', 'الكل', 'يهابه', 'الاعب', 'يعرف', 'انه', 'مسول', 'كبير', 'بيحاسبه', 'مسلي', 'واله', 'ينفع', 'رايس', 'اتمني', 'محمد', 'الخريجي']",not
اقول دز امها ياضعيف اقسم بالله انك ايقونه التخاذل يشيخ اذلف اشوفك النادي,"['اقول', 'دز', 'امها', 'ياضعيف', 'اقسم', 'بالله', 'انك', 'ايقونه', 'التخاذل', 'يشيخ', 'اذلف', 'اشوفك', 'النادي']",hate
ياتري يتكر حظ مسلي ال معمر ويخرج النصر بموسم صفري فعل موسمه الاول انا اري ان لنصر حظ فسيكون الدوري يحق الكاس لانها تحتاج فريق شخصيه البطل والنصر معظمه لاعبين صغار السن والتجربه,"['ياتري', 'يتكر', 'حظ', 'مسلي', 'ال', 'معمر', 'ويخرج', 'النصر', 'بموسم', 'صفري', 'فعل', 'موسمه', 'الاول', 'انا', 'اري', 'ان', 'لنصر', 'حظ', 'فسيكون', 'الدوري', 'يحق', 'الكاس', 'لانها', 'تحتاج', 'فريق', 'شخصيه', 'البطل', 'والنصر', 'معظمه', 'لاعبين', 'صغار', 'السن', 'والتجربه']",not
كله نتاج لعمل جبار رايس النادي الاستاذ الصحفي مسلي آل معمر دعم الفات السنيه يستاهل الدعم الرايس الذهبي,"['كله', 'نتاج', 'لعمل', 'جبار', 'رايس', 'النادي', 'الاستاذ', 'الصحفي', 'مسلي', 'آل', 'معمر', 'دعم', 'الفات', 'السنيه', 'يستاهل', 'الدعم', 'الرايس', 'الذهبي']",not
اتمني اداره النصر وعلي راسها الاستاذ مسلي ال معمر الوقوف ابنه الراحل حارس النصر والمنتخب الراحل سالم مروان فهي امس الحاجه لمساعده فهي يتيمه الام والاب وكانت باره بوالدها رحمه اله فهوخدم النصر والمنتخب السعودي,"['اتمني', 'اداره', 'النصر', 'وعلي', 'راسها', 'الاستاذ', 'مسلي', 'ال', 'معمر', 'الوقوف', 'ابنه', 'الراحل', 'حارس', 'النصر', 'والمنتخب', 'الراحل', 'سالم', 'مروان', 'فهي', 'امس', 'الحاجه', 'لمساعده', 'فهي', 'يتيمه', 'الام', 'والاب', 'وكانت', 'باره', 'بوالدها', 'رحمه', 'اله', 'فهوخدم', 'النصر', 'والمنتخب', 'السعودي']",not
فريق الهلال مخزي يستاهل,"['فريق', 'الهلال', 'مخزي', 'يستاهل']",hate
تصرفات طاقيه مريبة تليق بجمهور الرياضة,"['تصرفات', 'طاقيه', 'مريبة', 'تليق', 'بجمهور', 'الرياضة']",hate
تصرفات طاقيه مريبة تليق بجمهور الرياضة المباراة الاهلي انتهت بنتيجة,"['تصرفات', 'طاقيه', 'مريبة', 'تليق', 'بجمهور', 'الرياضة', 'المباراة', 'الاهلي', 'انتهت', 'بنتيجة']",hate
وش عشان قلت الحقيقه قلت طاقيه انا نصراوي عالمي واعتز بهذا الشي البجاحه اني اطقطق ونادينا مايجمل خلك عقلاني شوي,"['وش', 'عشان', 'قلت', 'الحقيقه', 'قلت', 'طاقيه', 'انا', 'نصراوي', 'عالمي', 'واعتز', 'بهذا', 'الشي', 'البجاحه', 'اني', 'اطقطق', 'ونادينا', 'مايجمل', 'خلك', 'عقلاني', 'شوي']",hate
طاقيه خرابيط لازم ادارة تغير طريقة الاختيار المباراة الفتح انتهت بنتيجة,"['طاقيه', 'خرابيط', 'لازم', 'ادارة', 'تغير', 'طريقة', 'الاختيار', 'المباراة', 'الفتح', 'انتهت', 'بنتيجة']",hate
لعن تلعنهم النفيعي كلب الحويه والمحياني حمار الشرايع دخلوا النادي الحنوس بضياع النفيعي حقه المزايين افضل,"['لعن', 'تلعنهم', 'النفيعي', 'كلب', 'الحويه', 'والمحياني', 'حمار', 'الشرايع', 'دخلوا', 'النادي', 'الحنوس', 'بضياع', 'النفيعي', 'حقه', 'المزايين', 'افضل']",hate
جربته اسمه خدمي,"['جربته', 'اسمه', 'خدمي']",not
تصرفات فقراوي مريبة تليق بجمهور الرياضة,"['تصرفات', 'فقراوي', 'مريبة', 'تليق', 'بجمهور', 'الرياضة']",hate
يقولون النصر اقال مدربه فتره يقولون خلو سعد الشهري يدرب المنتخب لانه احق ليه يطالبون الان لنصر,"['يقولون', 'النصر', 'اقال', 'مدربه', 'فتره', 'يقولون', 'خلو', 'سعد', 'الشهري', 'يدرب', 'المنتخب', 'لانه', 'احق', 'ليه', 'يطالبون', 'الان', 'لنصر']",not
بقا اقوي رايس تاريخ النادي ارحليامسلي,"['بقا', 'اقوي', 'رايس', 'تاريخ', 'النادي', 'ارحليامسلي']",not
انا معك المدرب يكون اكبر رايس النادي رايس النادي المخول باداره الفريق والادارين والاعبين والمال والرواتب والحساب والعقاب لكل حق الجمهور يطالب فقط رايس النادي علما بان مسلي ال معمر اي اخفاق لنادي يختفي,"['انا', 'معك', 'المدرب', 'يكون', 'اكبر', 'رايس', 'النادي', 'رايس', 'النادي', 'المخول', 'باداره', 'الفريق', 'والادارين', 'والاعبين', 'والمال', 'والرواتب', 'والحساب', 'والعقاب', 'لكل', 'حق', 'الجمهور', 'يطالب', 'فقط', 'رايس', 'النادي', 'علما', 'بان', 'مسلي', 'ال', 'معمر', 'اي', 'اخفاق', 'لنادي', 'يختفي']",not
الهلال الاتفاق تكفون الاتفاق تسودون وجهي خلوني اطقطق خالي,"['الهلال', 'الاتفاق', 'تكفون', 'الاتفاق', 'تسودون', 'وجهي', 'خلوني', 'اطقطق', 'خالي']",hate
كنت ادافع مسلي ال معمر وكنت اقول عطوه فرصه ثانيه يعدل او يتعدل لاسف ان الكوره وادي ومسلي وادي تقارع انديه الدوري اجانب جبت مهاجم زي الناس جبت اجنحه زي الناس انا بقا غارسيا رايس قادم صاحي يملك فكر فكر سعود السويلم,"['كنت', 'ادافع', 'مسلي', 'ال', 'معمر', 'وكنت', 'اقول', 'عطوه', 'فرصه', 'ثانيه', 'يعدل', 'او', 'يتعدل', 'لاسف', 'ان', 'الكوره', 'وادي', 'ومسلي', 'وادي', 'تقارع', 'انديه', 'الدوري', 'اجانب', 'جبت', 'مهاجم', 'زي', 'الناس', 'جبت', 'اجنحه', 'زي', 'الناس', 'انا', 'بقا', 'غارسيا', 'رايس', 'قادم', 'صاحي', 'يملك', 'فكر', 'فكر', 'سعود', 'السويلم']",not
استلامه قياده نادي النصر سنتين جلب خمسه مدربين ولم يحق اي بطوله رسميه حتي الان الارتباك الاداري والتخبط اداره النادي سب لهذه الخساير,"['استلامه', 'قياده', 'نادي', 'النصر', 'سنتين', 'جلب', 'خمسه', 'مدربين', 'ولم', 'يحق', 'اي', 'بطوله', 'رسميه', 'حتي', 'الان', 'الارتباك', 'الاداري', 'والتخبط', 'اداره', 'النادي', 'سب', 'لهذه', 'الخساير']",not
ليه ماتنقل التصريح زق الكلب حلال حط رجله حلقك معفن تفو اجل المشكله النادي تفوو رباله,"['ليه', 'ماتنقل', 'التصريح', 'زق', 'الكلب', 'حلال', 'حط', 'رجله', 'حلقك', 'معفن', 'تفو', 'اجل', 'المشكله', 'النادي', 'تفوو', 'رباله']",hate
السوال المطروح اقالةالمدرب سيحدث بطوله نقله نوعيه تعطي الفريق دعم كمستوا ياهلنا علي ان نافس علي الدوري وبطوله كاس الملك الجواب الجمهور القرار صدر لجنه تقيم ام رضي لجمهور فقط المعطيات علي الورق تقول الامورتجه الي اقالةالادارةبعدانتها الموسم,"['السوال', 'المطروح', 'اقالةالمدرب', 'سيحدث', 'بطوله', 'نقله', 'نوعيه', 'تعطي', 'الفريق', 'دعم', 'كمستوا', 'ياهلنا', 'علي', 'ان', 'نافس', 'علي', 'الدوري', 'وبطوله', 'كاس', 'الملك', 'الجواب', 'الجمهور', 'القرار', 'صدر', 'لجنه', 'تقيم', 'ام', 'رضي', 'لجمهور', 'فقط', 'المعطيات', 'علي', 'الورق', 'تقول', 'الامورتجه', 'الي', 'اقالةالادارةبعدانتها', 'الموسم']",not
الي الحين انت شكلك مريض وفيك مرض التعصب بالكوره الحمدلله والشكر تره الكوره جلد منفوخ والله الهلال الرجل اللي يدعمك يدخلك الجنه,"['الي', 'الحين', 'انت', 'شكلك', 'مريض', 'وفيك', 'مرض', 'التعصب', 'بالكوره', 'الحمدلله', 'والشكر', 'تره', 'الكوره', 'جلد', 'منفوخ', 'والله', 'الهلال', 'الرجل', 'اللي', 'يدعمك', 'يدخلك', 'الجنه']",hate
النصر وجل رشيد ويريد الخير لنصر اقال مسلي ال معمر وابقي علي جارسيا وجعلته رايس النادي ومدربه يفعله مسلي اعاده النصر الصفر لازالت اتامل ان الاقاله اشاعه ولن تحدث,"['النصر', 'وجل', 'رشيد', 'ويريد', 'الخير', 'لنصر', 'اقال', 'مسلي', 'ال', 'معمر', 'وابقي', 'علي', 'جارسيا', 'وجعلته', 'رايس', 'النادي', 'ومدربه', 'يفعله', 'مسلي', 'اعاده', 'النصر', 'الصفر', 'لازالت', 'اتامل', 'ان', 'الاقاله', 'اشاعه', 'ولن', 'تحدث']",not
ماودي اطقطق يوفنتوس لين اضمن انهم خارج المنافسه الدوري لان هالبدايه اعرفها زين كانو فالمركز الاخير بدايه الدوري بعدها ركىو ايطاليا وحققو الدوري,"['ماودي', 'اطقطق', 'يوفنتوس', 'لين', 'اضمن', 'انهم', 'خارج', 'المنافسه', 'الدوري', 'لان', 'هالبدايه', 'اعرفها', 'زين', 'كانو', 'فالمركز', 'الاخير', 'بدايه', 'الدوري', 'بعدها', 'ركىو', 'ايطاليا', 'وحققو', 'الدوري']",hate
تركي ال الشيخ يطلب تاجيل وديه بيراميدز الهلال ورييس النادي السعودي يرد,"['تركي', 'ال', 'الشيخ', 'يطلب', 'تاجيل', 'وديه', 'بيراميدز', 'الهلال', 'ورييس', 'النادي', 'السعودي', 'يرد']",not
الاهلي غـبـي وخرب شي,"['الاهلي', 'غـبـي', 'وخرب', 'شي']",hate
الامل ان يظهر الاعبون بروح قتاليه قرار اقاله وان تقوم الاداره بتهياه الفريق وتحمل الاعبون المسوليه لاسف ظهر الفريق بلا روح مسووليه حتي اقل طموح تفعل انت والغامدي يجب ان تركوا النادي ماسوف عليكم,"['الامل', 'ان', 'يظهر', 'الاعبون', 'بروح', 'قتاليه', 'قرار', 'اقاله', 'وان', 'تقوم', 'الاداره', 'بتهياه', 'الفريق', 'وتحمل', 'الاعبون', 'المسوليه', 'لاسف', 'ظهر', 'الفريق', 'بلا', 'روح', 'مسووليه', 'حتي', 'اقل', 'طموح', 'تفعل', 'انت', 'والغامدي', 'يجب', 'ان', 'تركوا', 'النادي', 'ماسوف', 'عليكم']",not
اقسم بالله الاتحاد قرف مباراه ضد الهلال اللاعبين يصيرون عيال كلـب,"['اقسم', 'بالله', 'الاتحاد', 'قرف', 'مباراه', 'ضد', 'الهلال', 'اللاعبين', 'يصيرون', 'عيال', 'كلـب']",hate
